ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,snippet,sentiment
2019-01-23,43.62864137550122,36.11433735821469,53.71102682125128,43.62864137550122,43.62864137550122,1.700118609418892,1.700118609418892,1.700118609418892,0.7198862168454024,0.7198862168454024,0.7198862168454024,0.9802323925734896,0.9802323925734896,0.9802323925734896,0.0,0.0,0.0,45.32875998492011,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-01-24,43.67320976807124,36.430582845830514,54.34133369480577,43.67320976807124,43.67320976807124,1.9290530368672136,1.9290530368672136,1.9290530368672136,0.6663410059521536,0.6663410059521536,0.6663410059521536,1.26271203091506,1.26271203091506,1.26271203091506,0.0,0.0,0.0,45.602262804938455,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-01-25,43.71777816064127,37.01074414931641,55.19676268402562,43.71777816064127,43.71777816064127,2.187334276473577,2.187334276473577,2.187334276473577,0.6310581139997926,0.6310581139997926,0.6310581139997926,1.5562761624737842,1.5562761624737842,1.5562761624737842,0.0,0.0,0.0,45.905112437114845,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-01-28,43.85148333835133,37.99165307635533,55.64460398908514,43.85148333835133,43.85148333835133,3.256844604239444,3.256844604239444,3.256844604239444,0.8119409621060818,0.8119409621060818,0.8119409621060818,2.444903642133362,2.444903642133362,2.444903642133362,0.0,0.0,0.0,47.108327942590776,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-01-29,43.89605173092135,38.20514915018412,56.22332873297202,43.89605173092135,43.89605173092135,3.3720549150642354,3.3720549150642354,3.3720549150642354,0.648554357553405,0.648554357553405,0.648554357553405,2.7235005575108318,2.7235005575108318,2.7235005575108318,0.0,0.0,0.0,47.26810664598558,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-01-30,43.94062012349137,38.70340729871397,56.58457989204181,43.94062012349137,43.94062012349137,3.703049907568276,3.703049907568276,3.703049907568276,0.7198862168447021,0.7198862168447021,0.7198862168447021,2.983163690723573,2.983163690723573,2.983163690723573,0.0,0.0,0.0,47.64367003105965,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-01-31,43.98518851606139,39.08195111274872,57.2195363559304,43.98518851606139,43.98518851606139,3.8843817748737535,3.8843817748737535,3.8843817748737535,0.6663410059530464,0.6663410059530464,0.6663410059530464,3.218040768920708,3.218040768920708,3.218040768920708,0.0,0.0,0.0,47.86957029093514,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-01,44.02975690863141,39.03109932706085,57.48998130693635,44.02975690863141,44.02975690863141,4.0536333707366845,4.0536333707366845,4.0536333707366845,0.6310581140037823,0.6310581140037823,0.6310581140037823,3.422575256732902,3.422575256732902,3.422575256732902,0.0,0.0,0.0,48.083390279368096,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-04,44.16346208634148,39.64969778506221,57.97808898910394,44.16346208634148,44.16346208634148,4.616958511841065,4.616958511841065,4.616958511841065,0.8119409621059868,0.8119409621059868,0.8119409621059868,3.8050175497350778,3.8050175497350778,3.8050175497350778,0.0,0.0,0.0,48.78042059818254,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-05,44.2080304789115,39.27065815995875,58.304893182555496,44.2080304789115,44.2080304789115,4.490384984016446,4.490384984016446,4.490384984016446,0.6485543575527161,0.6485543575527161,0.6485543575527161,3.841830626463729,3.841830626463729,3.841830626463729,0.0,0.0,0.0,48.69841546292795,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-06,44.25259887148152,39.58199732654094,58.33954839094715,44.25259887148152,44.25259887148152,4.54802036520184,4.54802036520184,4.54802036520184,0.7198862168446218,0.7198862168446218,0.7198862168446218,3.8281341483572175,3.8281341483572175,3.8281341483572175,0.0,0.0,0.0,48.80061923668336,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-07,44.297167264051545,39.14630679130726,57.75408028765428,44.297167264051545,44.297167264051545,4.428261734179116,4.428261734179116,4.428261734179116,0.6663410059524382,0.6663410059524382,0.6663410059524382,3.761920728226679,3.761920728226679,3.761920728226679,0.0,0.0,0.0,48.72542899823066,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-08,44.341735656621566,39.4773054388361,57.51306519947585,44.341735656621566,44.341735656621566,4.273027902235048,4.273027902235048,4.273027902235048,0.6310581140019664,0.6310581140019664,0.6310581140019664,3.6419697882330815,3.6419697882330815,3.6419697882330815,0.0,0.0,0.0,48.614763558856616,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-11,44.47544083433163,38.8642521989787,57.57018809216532,44.47544083433163,44.47544083433163,3.771549141998359,3.771549141998359,3.771549141998359,0.8119409621059287,0.8119409621059287,0.8119409621059287,2.959608179892431,2.959608179892431,2.959608179892431,0.0,0.0,0.0,48.24698997632999,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-12,44.52000922690166,38.27519502336501,56.74784548719151,44.52000922690166,44.52000922690166,3.27718780491011,3.27718780491011,3.27718780491011,0.6485543575542271,0.6485543575542271,0.6485543575542271,2.628633447355884,2.628633447355884,2.628633447355884,0.0,0.0,0.0,47.79719703181177,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-13,44.56457761947168,38.4227747610115,56.313231406312845,44.56457761947168,44.56457761947168,2.969697688388809,2.969697688388809,2.969697688388809,0.7198862168448669,0.7198862168448669,0.7198862168448669,2.249811471543942,2.249811471543942,2.249811471543942,0.0,0.0,0.0,47.53427530786048,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-14,44.6091460120417,38.40400420766142,55.79364391091293,44.6091460120417,44.6091460120417,2.492896377618027,2.492896377618027,2.492896377618027,0.6663410059531998,0.6663410059531998,0.6663410059531998,1.8265553716648275,1.8265553716648275,1.8265553716648275,0.0,0.0,0.0,47.10204238965972,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-15,44.65371440461171,37.30943087987767,56.24820364766557,44.65371440461171,44.65371440461171,1.993964412890827,1.993964412890827,1.993964412890827,0.6310581140023085,0.6310581140023085,0.6310581140023085,1.3629062988885186,1.3629062988885186,1.3629062988885186,0.0,0.0,0.0,46.64767881750254,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-19,44.8319879748918,35.56897227239994,53.65028765123194,44.8319879748918,44.8319879748918,-0.1486002930489225,-0.1486002930489225,-0.1486002930489225,0.648554357553538,0.648554357553538,0.648554357553538,-0.7971546506024605,-0.7971546506024605,-0.7971546506024605,0.0,0.0,0.0,44.68338768184288,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-20,44.87655636746183,35.54500597684275,52.91636076539204,44.87655636746183,44.87655636746183,-0.6658650646851779,-0.6658650646851779,-0.6658650646851779,0.7198862168451118,0.7198862168451118,0.7198862168451118,-1.3857512815302897,-1.3857512815302897,-1.3857512815302897,0.0,0.0,0.0,44.21069130277665,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-21,44.92112476003185,34.26635839289591,52.80906159123254,44.92112476003185,44.92112476003185,-1.3155957057592298,-1.3155957057592298,-1.3155957057592298,0.6663410059539615,0.6663410059539615,0.6663410059539615,-1.9819367117131912,-1.9819367117131912,-1.9819367117131912,0.0,0.0,0.0,43.60552905427262,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-22,44.965693152601865,33.663593243922,52.16683365024528,44.965693152601865,44.965693152601865,-1.9486435028183773,-1.9486435028183773,-1.9486435028183773,0.6310581140019822,0.6310581140019822,0.6310581140019822,-2.5797016168203597,-2.5797016168203597,-2.5797016168203597,0.0,0.0,0.0,43.01704964978349,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-25,45.099398330311935,31.762413254340277,50.62035830211585,45.099398330311935,45.099398330311935,-3.512592068540578,-3.512592068540578,-3.512592068540578,0.8119409621075099,0.8119409621075099,0.8119409621075099,-4.324533030648087,-4.324533030648087,-4.324533030648087,0.0,0.0,0.0,41.58680626177136,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-26,45.14396672288196,31.347591315118017,50.0328105452956,45.14396672288196,45.14396672288196,-4.223458962953469,-4.223458962953469,-4.223458962953469,0.6485543575536603,0.6485543575536603,0.6485543575536603,-4.872013320507129,-4.872013320507129,-4.872013320507129,0.0,0.0,0.0,40.92050775992848,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-27,45.188535115451984,31.5868962831682,49.87213489274567,45.188535115451984,45.188535115451984,-4.674499036381601,-4.674499036381601,-4.674499036381601,0.7198862168450314,0.7198862168450314,0.7198862168450314,-5.394385253226632,-5.394385253226632,-5.394385253226632,0.0,0.0,0.0,40.51403607907038,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-02-28,45.233103508022,30.81394570302872,49.74374931793573,45.233103508022,45.233103508022,-5.221188605796946,-5.221188605796946,-5.221188605796946,0.6663410059534844,0.6663410059534844,0.6663410059534844,-5.887529611750429,-5.887529611750429,-5.887529611750429,0.0,0.0,0.0,40.01191490222505,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-01,45.27767190059202,30.39251900833061,49.46428251472304,45.27767190059202,45.27767190059202,-5.716813874212495,-5.716813874212495,-5.716813874212495,0.6310581140023246,0.6310581140023246,0.6310581140023246,-6.34787198821482,-6.34787198821482,-6.34787198821482,0.0,0.0,0.0,39.56085802637952,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-04,45.41137707830209,29.615211963195083,47.883287471590045,45.41137707830209,45.41137707830209,-6.69326909867872,-6.69326909867872,-6.69326909867872,0.8119409621091863,0.8119409621091863,0.8119409621091863,-7.505210060787907,-7.505210060787907,-7.505210060787907,0.0,0.0,0.0,38.71810797962337,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-05,45.45594547087211,29.000049535070797,47.67070550996827,45.45594547087211,45.45594547087211,-7.161985698735021,-7.161985698735021,-7.161985698735021,0.6485543575541258,0.6485543575541258,0.6485543575541258,-7.810540056289149,-7.810540056289149,-7.810540056289149,0.0,0.0,0.0,38.293959772137086,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-06,45.50051386344213,28.55523373838061,46.6710990301636,45.50051386344213,45.50051386344213,-7.354353883623239,-7.354353883623239,-7.354353883623239,0.7198862168449663,0.7198862168449663,0.7198862168449663,-8.074240100468206,-8.074240100468206,-8.074240100468206,0.0,0.0,0.0,38.14615997981889,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-07,45.54054309651266,28.957613840906166,47.42486994935944,45.54054309651266,45.54054309651266,-7.630016823607685,-7.630016823607685,-7.630016823607685,0.6663410059528764,0.6663410059528764,0.6663410059528764,-8.296357829560561,-8.296357829560561,-8.296357829560561,0.0,0.0,0.0,37.910526272904974,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-08,45.58057232958319,28.86171828233469,46.28239795637329,45.58057232958319,45.58057232958319,-7.846435035603267,-7.846435035603267,-7.846435035603267,0.6310581140005085,0.6310581140005085,0.6310581140005085,-8.477493149603776,-8.477493149603776,-8.477493149603776,0.0,0.0,0.0,37.73413729397993,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-11,45.70066002879478,28.66527281419909,46.9227949912862,45.70066002879478,45.70066002879478,-7.976396785377049,-7.976396785377049,-7.976396785377049,0.8119409621073566,0.8119409621073566,0.8119409621073566,-8.788337747484405,-8.788337747484405,-8.788337747484405,0.0,0.0,0.0,37.72426324341773,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-12,45.74068926186531,27.977980394675303,47.1805386641201,45.74068926186531,45.74068926186531,-8.17238162874176,-8.17238162874176,-8.17238162874176,0.6485543575542482,0.6485543575542482,0.6485543575542482,-8.820935986296009,-8.820935986296009,-8.820935986296009,0.0,0.0,0.0,37.56830763312355,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-13,45.78071849493584,28.48043635842356,46.982620892188486,45.78071849493584,45.78071849493584,-8.102203166792021,-8.102203166792021,-8.102203166792021,0.7198862168449014,0.7198862168449014,0.7198862168449014,-8.822089383636923,-8.822089383636923,-8.822089383636923,0.0,0.0,0.0,37.67851532814382,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-14,45.82074772800637,28.628752479696487,47.044766893449534,45.82074772800637,45.82074772800637,-8.128241293895616,-8.128241293895616,-8.128241293895616,0.6663410059522684,0.6663410059522684,0.6663410059522684,-8.794582299847884,-8.794582299847884,-8.794582299847884,0.0,0.0,0.0,37.692506434110754,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-15,45.8607769610769,28.064409089841277,46.55503744211043,45.8607769610769,45.8607769610769,-8.11027538822019,-8.11027538822019,-8.11027538822019,0.6310581140059879,0.6310581140059879,0.6310581140059879,-8.74133350222618,-8.74133350222618,-8.74133350222618,0.0,0.0,0.0,37.75050157285671,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-18,45.98086466028849,29.028269962674987,47.33508444702016,45.98086466028849,45.98086466028849,-7.644989248034735,-7.644989248034735,-7.644989248034735,0.8119409621072619,0.8119409621072619,0.8119409621072619,-8.456930210141996,-8.456930210141996,-8.456930210141996,0.0,0.0,0.0,38.33587541225376,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-19,46.020893893359016,28.99399796884722,47.2880421239158,46.020893893359016,46.020893893359016,-7.681716576417235,-7.681716576417235,-7.681716576417235,0.6485543575535594,0.6485543575535594,0.6485543575535594,-8.330270933970793,-8.330270933970793,-8.330270933970793,0.0,0.0,0.0,38.33917731694178,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-20,46.06092312642955,29.12899774429747,48.5744551474998,46.06092312642955,46.06092312642955,-7.47232885458981,-7.47232885458981,-7.47232885458981,0.7198862168451465,0.7198862168451465,0.7198862168451465,-8.192215071434955,-8.192215071434955,-8.192215071434955,0.0,0.0,0.0,38.58859427183974,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-21,46.10095235950008,29.354101007228248,47.493973354107865,46.10095235950008,46.10095235950008,-7.378852775427135,-7.378852775427135,-7.378852775427135,0.6663410059517912,0.6663410059517912,0.6663410059517912,-8.045193781378925,-8.045193781378925,-8.045193781378925,0.0,0.0,0.0,38.72209958407294,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-22,46.14098159257061,29.62778234850256,47.4874124385315,46.14098159257061,46.14098159257061,-7.260335603132336,-7.260335603132336,-7.260335603132336,0.6310581140041721,0.6310581140041721,0.6310581140041721,-7.891393717136506,-7.891393717136506,-7.891393717136506,0.0,0.0,0.0,38.88064598943828,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-25,46.2610692917822,30.932372719913836,48.90172506481795,46.2610692917822,46.2610692917822,-6.595091258906966,-6.595091258906966,-6.595091258906966,0.8119409621071667,0.8119409621071667,0.8119409621071667,-7.407032221014133,-7.407032221014133,-7.407032221014133,0.0,0.0,0.0,39.66597803287523,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-26,46.301098524852726,30.10943937748768,48.58251120900042,46.301098524852726,46.301098524852726,-6.593809198582387,-6.593809198582387,-6.593809198582387,0.6485543575550698,0.6485543575550698,0.6485543575550698,-7.242363556137457,-7.242363556137457,-7.242363556137457,0.0,0.0,0.0,39.70728932627034,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-27,46.34112775792326,30.53713602028068,48.6313957545802,46.34112775792326,46.34112775792326,-6.357689325362592,-6.357689325362592,-6.357689325362592,0.719886216844756,0.719886216844756,0.719886216844756,-7.077575542207348,-7.077575542207348,-7.077575542207348,0.0,0.0,0.0,39.98343843256067,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-28,46.38115699099379,30.93361381758792,49.63623984468593,46.38115699099379,46.38115699099379,-6.246805108971818,-6.246805108971818,-6.246805108971818,0.6663410059525529,0.6663410059525529,0.6663410059525529,-6.913146114924371,-6.913146114924371,-6.913146114924371,0.0,0.0,0.0,40.13435188202197,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-03-29,46.42118622406432,30.31360844744565,49.55652575752444,46.42118622406432,46.42118622406432,-6.118248592674003,-6.118248592674003,-6.118248592674003,0.6310581140023561,0.6310581140023561,0.6310581140023561,-6.749306706676359,-6.749306706676359,-6.749306706676359,0.0,0.0,0.0,40.30293763139032,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-01,46.54127392327591,31.485646093385256,50.65804324359369,46.54127392327591,46.54127392327591,-5.448674910664047,-5.448674910664047,-5.448674910664047,0.8119409621036031,0.8119409621036031,0.8119409621036031,-6.260615872767649,-6.260615872767649,-6.260615872767649,0.0,0.0,0.0,41.09259901261186,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-02,46.58130315634644,32.24379843012369,50.42941428796097,46.58130315634644,46.58130315634644,-5.449127044382719,-5.449127044382719,-5.449127044382719,0.6485543575543811,0.6485543575543811,0.6485543575543811,-6.097681401937099,-6.097681401937099,-6.097681401937099,0.0,0.0,0.0,41.13217611196372,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-03,46.62133238941697,31.810777050945656,50.60009260056587,46.62133238941697,46.62133238941697,-5.2141284699019,-5.2141284699019,-5.2141284699019,0.719886216845001,0.719886216845001,0.719886216845001,-5.9340146867469015,-5.9340146867469015,-5.9340146867469015,0.0,0.0,0.0,41.40720391951507,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-04,46.6613616224875,32.662667221643616,51.34628783048682,46.6613616224875,46.6613616224875,-5.102805308667105,-5.102805308667105,-5.102805308667105,0.6663410059533144,0.6663410059533144,0.6663410059533144,-5.769146314620419,-5.769146314620419,-5.769146314620419,0.0,0.0,0.0,41.55855631382039,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-05,46.70139085555802,32.70974635379004,50.66861434253555,46.70139085555802,46.70139085555802,-4.971582754434844,-4.971582754434844,-4.971582754434844,0.6310581140005403,0.6310581140005403,0.6310581140005403,-5.602640868435384,-5.602640868435384,-5.602640868435384,0.0,0.0,0.0,41.72980810112318,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-08,46.82147855476962,33.488953311398724,51.61200640634375,46.82147855476962,46.82147855476962,-4.278366774172428,-4.278366774172428,-4.278366774172428,0.8119409621070506,0.8119409621070506,0.8119409621070506,-5.0903077362794775,-5.0903077362794775,-5.0903077362794775,0.0,0.0,0.0,42.5431117805972,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-09,46.86150778784016,33.44123962377599,51.63644869357091,46.86150778784016,46.86150778784016,-4.266405856530502,-4.266405856530502,-4.266405856530502,0.6485543575536925,0.6485543575536925,0.6485543575536925,-4.914960214084196,-4.914960214084196,-4.914960214084196,0.0,0.0,0.0,42.59510193130965,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-10,46.90153702091067,33.359978839380126,52.08379375446016,46.90153702091067,46.90153702091067,-4.017742983248199,-4.017742983248199,-4.017742983248199,0.719886216844936,0.719886216844936,0.719886216844936,-4.737629200093134,-4.737629200093134,-4.737629200093134,0.0,0.0,0.0,42.88379403766248,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-11,46.94156625398121,34.012760916540074,52.17480542995323,46.94156625398121,46.94156625398121,-3.8924675374948112,-3.8924675374948112,-3.8924675374948112,0.6663410059527064,0.6663410059527064,0.6663410059527064,-4.558808543447518,-4.558808543447518,-4.558808543447518,0.0,0.0,0.0,43.0490987164864,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-12,46.98159548705173,34.239190269350644,52.64498885834354,46.98159548705173,46.98159548705173,-3.7481584901056912,-3.7481584901056912,-3.7481584901056912,0.63105811400453,0.63105811400453,0.63105811400453,-4.379216604110221,-4.379216604110221,-4.379216604110221,0.0,0.0,0.0,43.23343699694604,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-15,47.10168318626332,34.53877752287844,53.42407310586676,47.10168318626332,47.10168318626332,-3.034405296823202,-3.034405296823202,-3.034405296823202,0.8119409621069557,0.8119409621069557,0.8119409621069557,-3.846346258930157,-3.846346258930157,-3.846346258930157,0.0,0.0,0.0,44.06727788944012,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-16,47.14171241933386,34.338536340307066,53.839084868091504,47.14171241933386,47.14171241933386,-3.026689990342864,-3.026689990342864,-3.026689990342864,0.6485543575530036,0.6485543575530036,0.6485543575530036,-3.675244347895868,-3.675244347895868,-3.675244347895868,0.0,0.0,0.0,44.11502242899099,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-17,47.181741652404384,34.91237601960549,53.434724864581696,47.181741652404384,47.181741652404384,-2.7902445557320297,-2.7902445557320297,-2.7902445557320297,0.7198862168451658,0.7198862168451658,0.7198862168451658,-3.5101307725771957,-3.5101307725771957,-3.5101307725771957,0.0,0.0,0.0,44.39149709667235,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-18,47.22177088547492,35.560717016407736,54.02402211429152,47.22177088547492,47.22177088547492,-2.686511851996693,-2.686511851996693,-2.686511851996693,0.6663410059523602,0.6663410059523602,0.6663410059523602,-3.352852857949053,-3.352852857949053,-3.352852857949053,0.0,0.0,0.0,44.53525903347823,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-22,47.38188781775703,35.95852703081783,54.82821428080308,47.38188781775703,47.38188781775703,-2.029370054865428,-2.029370054865428,-2.029370054865428,0.811940962103355,0.811940962103355,0.811940962103355,-2.8413110169687825,-2.8413110169687825,-2.8413110169687825,0.0,0.0,0.0,45.35251776289161,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-23,47.42191705082757,36.23133558234967,54.24652911055331,47.42191705082757,47.42191705082757,-2.104013422470081,-2.104013422470081,-2.104013422470081,0.6485543575545141,0.6485543575545141,0.6485543575545141,-2.7525677800245947,-2.7525677800245947,-2.7525677800245947,0.0,0.0,0.0,45.317903628357485,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-24,47.4619462838981,35.24162135345528,54.382140742784586,47.4619462838981,47.4619462838981,-1.9632118927205,-1.9632118927205,-1.9632118927205,0.7198862168451007,0.7198862168451007,0.7198862168451007,-2.683098109565601,-2.683098109565601,-2.683098109565601,0.0,0.0,0.0,45.4987343911776,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-25,47.50197551696863,36.258144412018105,54.24352534158265,47.50197551696863,47.50197551696863,-1.9680969637335712,-1.9680969637335712,-1.9680969637335712,0.6663410059517523,0.6663410059517523,0.6663410059517523,-2.6344379696853237,-2.6344379696853237,-2.6344379696853237,0.0,0.0,0.0,45.533878553235056,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-26,47.54200475003916,36.49312558813827,54.54829213781585,47.54200475003916,47.54200475003916,-1.9768389684073728,-1.9768389684073728,-1.9768389684073728,0.6310581140008984,0.6310581140008984,0.6310581140008984,-2.6078970824082712,-2.6078970824082712,-2.6078970824082712,0.0,0.0,0.0,45.56516578163179,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-29,47.66209244925075,36.38815844790624,54.6146499253957,47.66209244925075,47.66209244925075,-1.857965613232402,-1.857965613232402,-1.857965613232402,0.8119409621050313,0.8119409621050313,0.8119409621050313,-2.669906575337433,-2.669906575337433,-2.669906575337433,0.0,0.0,0.0,45.80412683601835,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-04-30,47.70212168232128,35.93889153310033,54.18283221116391,47.70212168232128,47.70212168232128,-2.0905987636772,-2.0905987636772,-2.0905987636772,0.6485543575530146,0.6485543575530146,0.6485543575530146,-2.7391531212302134,-2.7391531212302134,-2.7391531212302134,0.0,0.0,0.0,45.61152291864408,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-05-01,47.74215091539181,36.1014017693957,55.78581978620681,47.74215091539181,47.74215091539181,-2.112604944418272,-2.112604944418272,-2.112604944418272,0.7198862168450355,0.7198862168450355,0.7198862168450355,-2.8324911612633072,-2.8324911612633072,-2.8324911612633072,0.0,0.0,0.0,45.62954597097354,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-05-02,47.78218014846233,36.50963134466962,54.41075771701099,47.78218014846233,47.78218014846233,-2.28290756163663,-2.28290756163663,-2.28290756163663,0.6663410059538835,0.6663410059538835,0.6663410059538835,-2.9492485675905127,-2.9492485675905127,-2.9492485675905127,0.0,0.0,0.0,45.4992725868257,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-05-03,47.82220938153287,36.07233008670247,54.95002518475005,47.82220938153287,47.82220938153287,-2.4573226438281948,-2.4573226438281948,-2.4573226438281948,0.6310581140048881,0.6310581140048881,0.6310581140048881,-3.0883807578330824,-3.0883807578330824,-3.0883807578330824,0.0,0.0,0.0,45.36488673770467,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-05-06,47.94229708074446,35.87958624063488,54.27565077298149,47.94229708074446,47.94229708074446,-2.8122810859488365,-2.8122810859488365,-2.8122810859488365,0.8119409621049362,0.8119409621049362,0.8119409621049362,-3.624222048053773,-3.624222048053773,-3.624222048053773,0.0,0.0,0.0,45.13001599479562,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-05-07,47.97917329881718,36.108215887022645,54.30326095889557,47.97917329881718,47.97917329881718,-3.18685663122748,-3.18685663122748,-3.18685663122748,0.6485543575531367,0.6485543575531367,0.6485543575531367,-3.835410988780617,-3.835410988780617,-3.835410988780617,0.0,0.0,0.0,44.7923166675897,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-05-08,48.0160495168899,35.50438815686274,53.64568886514746,48.0160495168899,48.0160495168899,-3.3388360108695574,-3.3388360108695574,-3.3388360108695574,0.7198862168449706,0.7198862168449706,0.7198862168449706,-4.0587222277145285,-4.0587222277145285,-4.0587222277145285,0.0,0.0,0.0,44.67721350602034,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-05-09,48.05292573496262,34.86893755183622,53.21196906546996,48.05292573496262,48.05292573496262,-3.624970349174217,-3.624970349174217,-3.624970349174217,0.6663410059520368,0.6663410059520368,0.6663410059520368,-4.291311355126255,-4.291311355126255,-4.291311355126255,0.0,0.0,0.0,44.4279553857884,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-05-10,48.08980195303534,35.49974192554961,53.36661418158344,48.08980195303534,48.08980195303534,-3.899110280075911,-3.899110280075911,-3.899110280075911,0.6310581140030721,0.6310581140030721,0.6310581140030721,-4.530168394078983,-4.530168394078983,-4.530168394078983,0.0,0.0,0.0,44.19069167295943,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-05-13,48.2004306072535,33.648642574311054,52.50591162755613,48.2004306072535,48.2004306072535,-4.440923055526535,-4.440923055526535,-4.440923055526535,0.8119409621083838,0.8119409621083838,0.8119409621083838,-5.252864017634918,-5.252864017634918,-5.252864017634918,0.0,0.0,0.0,43.75950755172697,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
